teamId,teamName,submissionDate,score
10390390,room722,2023-07-22 06:45:18.150000,0.30626
10565009,Banana Overfit Capybaras,2023-08-09 13:48:33.453000,0.32586
10561395,siguo,2023-08-10 13:23:44.710000,0.33974
10452984,Andrej Vetrov,2023-07-14 15:30:30.563000,0.34077
'gbk' codec can't encode character '\xc7' in position 20: illegal multibyte sequence,,,
