teamId,teamName,submissionDate,score
72314,DeepCNet,2014-10-17 19:31:23.383000,0.95530
119844,jiki,2014-10-15 02:19:18.800000,0.94740
119163,Anil Thomas,2014-10-18 15:38:50.050000,0.94300
121613,Frank Sharp,2014-10-18 15:29:19.416000,0.94190
74600,nagadomi,2014-10-18 17:42:49.373000,0.94150
